證券代號,年季,　 營業活動之現金流量－間接法,　　 繼續營業單位稅前淨利（淨損）,　　 本期稅前淨利（淨損）,　　 調整項目,　　　 收益費損項目,　　　　 折舊費用,　　　　 攤銷費用,　　　　 透過損益按公允價值衡量金融資產及負債之淨損失（利益）,　　　　 利息費用,　　　　 利息收入,　　　　 採用權益法認列之關聯企業及合資損失（利益）之份額,　　　　 處分及報廢不動產、廠房及設備損失（利益）,　　　　 處分投資損失（利益）,　　　　 未實現外幣兌換損失（利益）,　　　　 收益費損項目合計,　　　 與營業活動相關之資產／負債變動數,　　　　 與營業活動相關之資產之淨變動,　　　　　 持有供交易之金融資產（增加）減少,　　　　　 應收票據（增加）減少,　　　　　 應收票據－關係人（增加）減少,　　　　　 應收帳款（增加）減少,　　　　　 應收帳款－關係人（增加）減少,　　　　　 其他應收款（增加）減少,　　　　　 存貨（增加）減少,　　　　　 預付款項（增加）減少,　　　　　 與營業活動相關之資產之淨變動合計,　　　　 與營業活動相關之負債之淨變動,　　　　　 應付票據增加（減少）,　　　　　 應付票據－關係人增加（減少）,　　　　　 應付帳款增加（減少）,　　　　　 應付帳款－關係人增加（減少）,　　　　　 其他應付款增加（減少）,　　　　　 負債準備增加（減少）,　　　　　 其他流動負債增加（減少）,　　　　　 淨確定福利負債增加(減少),　　　　　 遞延貸項增加（減少）,　　　　　 與營業活動相關之負債之淨變動合計,　　　　 與營業活動相關之資產及負債之淨變動合計,　　　 調整項目合計,　　 營運產生之現金流入（流出）,　　 支付之利息,　　 退還（支付）之所得稅,　 營業活動之淨現金流入（流出）,　 投資活動之現金流量,　　 取得無活絡市場之債務工具投資,　　 取得不動產、廠房及設備,　　 處分不動產、廠房及設備,　　 取得無形資產,　　 其他非流動資產增加,　　 收取之利息,　　 收取之股利,　　 投資活動之淨現金流入（流出）,　 籌資活動之現金流量,　　 發放現金股利,　　 籌資活動之淨現金流入（流出）,　 匯率變動對現金及約當現金之影響,　 本期現金及約當現金增加（減少）數,　 期初現金及約當現金餘額,　 期末現金及約當現金餘額,　　 資產負債表帳列之現金及約當現金,　　 預付設備款增加,　　　 不影響現金流量之收益費損項目,　　　　 不影響現金流量之收益費損項目合計,　　　　　 應計退休金負債增加（減少）,　　 取得無活絡市場之債券投資,　　 短期借款增加,　　 舉借長期借款,　　 償還長期借款,　　 短期借款減少,　　　　　 其他流動資產（增加）減少,　　　　 非金融資產減損損失,　　 取得採用權益法之投資,　　 其他金融資產增加,　　 存出保證金增加,　　　　 其他項目
2227,2015年01月01日至2015年09月30日,,              3914812,              3914812,,,                324029,                  4246,                -14626,                 27347,               -306855,             -3177245,                  1231,                   -890,                 40017,             -3102746,,,               -942885,                  2000,                 -1657,                  4511,               -231119,                  3270,               -283638,                -93110,             -1542628,,                185000,                              0,                  6344,                759665,                -48788,                 88933,                716794,                -12476,                              0,              1695472,                152844,             -2949902,                964910,                -27475,             -1574158,               -636723,,              1291566,               -245155,                  5196,                 -3105,                117214,                380906,              4475590,              6022212,,             -9000000,             -9000000,                 90336,             -3524175,             12831865,              9307690,              9307690,,,,,,,,,,,,,,,
2227,2015年01月01日至2015年06月30日,,              2885841,              2885841,,,                215162,                  2856,                -17421,                 18172,               -169876,             -2243954,                    328,                  5605,                192330,             -1996798,,,               -391536,                  2000,                   -491,                   -653,               -452125,                  7248,               -232665,                -51003,             -1119225,,                  2736,                              0,                 34121,                931918,                198260,                 71860,                  9381,                 -7541,                              0,              1240735,                121510,             -1875288,              1010553,                -18515,             -1064627,                -72589,,              1063405,               -169767,                  5191,                 -1292,,                189474,,              1275715,,,,               -259664,                943462,             12831865,             13775327,             13775327,                188704,,,,,,,,,,,,,,
2227,2015年01月01日至2015年03月31日,,              1238503,              1238503,,,                101530,                  1459,                -15446,                  9113,               -110786,               -902355,                    324,                  9651,                101942,               -804568,,,             -1159619,                  2000,                 -6368,                  3018,               -293442,                  2256,               -177315,                -93922,             -1723392,,,                              0,                 87602,                439579,                 -8526,                  4811,                 -3135,                    672,                              0,                521003,             -1202389,             -2006957,               -768454,                 -8961,                 -8022,               -785437,,                527911,                -58660,                  3809,                   -779,,                 92559,,                595417,,,,               -149916,               -339936,             12831865,             12491929,             12491929,                 30577,,,,,,,,,,,,,,
2227,2014年度,,              8026677,              8026677,,,                446629,                  5454,                -14032,                 42689,               -398147,             -6593641,                 -1131,                 -5964,               -460335,,,,                123705,                 -1973,                  1407,                -28512,                 66063,                  2765,                   -692,                 -1743,                161020,,,                 -1536,                 -5250,               -461174,                225026,                 14399,                 -1721,,                 -1643,               -239679,                -78659,             -7057137,                969540,                -42794,             -1484271,               -557525,,,               -486380,                  4638,                 -9913,,                650394,              5057835,             10305698,,             -5841000,             -5841000,                356793,              4263966,              8567899,             12831865,             12831865,               -344753,,             -6978478,                 -7780,              5433877,              1000000,                              0,             -1000000,,,,,,,
2227,2014年01月01日至2014年09月30日,,              4861083,              4861083,,,                348619,                  4158,                 -4209,                 33040,               -315820,             -4107970,                 -1131,                 -6472,               -102963,             -4152748,,,               -160199,                      5,                    203,                -32926,               -276834,                 11899,                -94127,                 -4782,               -556761,,                              0,                 -1536,                -55632,                -52717,                177914,                 -5868,                  1491,                 -8795,                 -1643,                 53214,               -503547,             -4656295,                204788,                -33213,             -1268434,             -1096859,,              6013882,               -428847,                  4638,                 -6120,               -403639,                605322,              2874315,              8659551,,             -5841000,             -5841000,                166109,              1887801,              8567899,             10455700,             10455700,,,,,,,,,,,,,,,
2227,2014年01月01日至2014年06月30日,,              3121378,              3121378,,,                242662,                  3208,                 -5081,                 21989,               -225679,             -2807122,                 -1161,                 -7274,                204736,             -2573722,,,                215862,                     27,                 -1967,                -14110,               -476328,                 11776,                 -2300,                 -5274,               -272314,,                              0,                 -1536,                -54958,                -28253,                109959,                 -5785,                  4142,                -11761,                 -1643,                 10165,               -262149,             -2835871,                285507,                -22204,               -515742,               -252439,,              3460659,               -420379,                  4629,                   -898,,                162375,,              2814473,,,,               -127189,              2434845,              8567899,             11002744,             11002744,               -391913,,,,,,,,,,,,,,
2227,2014年01月01日至2014年03月31日,,              1436346,              1436346,,,                119044,                  1773,                 -1928,                 10556,               -119460,             -1360451,                              0,                 -7274,                 25460,             -1332280,,,                260863,                 -1429,                 -1762,                -13581,               -568467,                 10083,                 -2967,                -19616,               -336876,,,                 -1536,                -62034,                 27442,               -164104,                 -8723,                  6179,                -11535,                     -3,               -214314,               -551190,             -1883470,               -447124,                -10408,                 -8802,               -466334,,              1476755,               -264243,                              0,                   -450,,                 67233,,              1165136,,,,                125888,                824690,              8567899,              9392589,              9392589,               -114159,,,,,,,,,,,,,,
2227,2013年度,,              8806890,              8806890,,,                462132,                  6713,                 -1741,                 16994,               -348901,             -6269191,                     15,                 -3745,               -414495,,,,               -429255,                    -27,                   -698,                 -5152,                293142,                227960,                   -500,                321826,                407296,,,                  1536,                 -9825,               -268139,                107388,                 13671,                 -4793,,                -11225,               -172640,                234656,             -6317563,              2489327,                -15553,             -1093697,              1380077,,,             -1084114,                     26,                 -3231,,                217424,              5194339,              2224746,,             -3990000,               -560000,                694621,              3739444,              4828455,              8567899,              8567899,               -181563,,             -6552219,                 -1253,             -1918135,              2430000,              1000000,                              0,,,,,,,
2227,2013年01月01日至2013年12月31日,,              8806890,              8806890,,,                462132,                  6713,                 -1741,                 16994,               -348901,             -6269191,                     15,                 -3745,               -414495,,,,               -429255,                    -27,                   -698,                 -5152,                293142,                227960,                   -500,                353883,                439353,,,                  1536,                 -9825,               -268139,                107388,                 13671,                 -4793,,                -11225,               -172640,                266713,             -6285506,              2521384,                -15553,             -1125754,              1380077,,,             -1084114,                     26,                 -3231,               -181563,                217424,              5194339,              2224746,,             -3990000,               -560000,                694621,              3739444,              4828455,              8567899,              8567899,,,             -6552219,                 -1253,,              2430000,              1000000,,,,                              0,                              0,             -1918135,,
2227,2013年01月01日至2013年09月30日,,              6071561,              6071561,,,                345962,                  5056,                 -1158,                  6128,               -243450,             -4164259,                     15,                 -1608,               -243294,,,,               -259040,                     -6,                   -768,                -13047,                -42719,                -84333,               -308662,                260009,               -448566,,,                              0,                -77941,                124148,                -45072,                  5058,                 -8502,,                -10931,                -13015,               -461581,             -4758189,              1313372,                 -4836,               -514108,                794428,,,               -982420,                     26,                 -3181,                -35001,                187781,              2836295,              1350730,,             -3990000,               -560000,                260694,              1845852,              4828455,              6674307,              6674307,,,             -4296608,                    225,               -652770,,              1000000,,              2430000,,,,,,
